time,latitude,longitude,dfe_max,dfe_min,dfe_range,dfe_mean
2000-01-01T00:00:00Z,34.025,-123.325,1.9456997312064652E-4,8.523397583384233E-6,1.8604657553726229E-4,3.643992878365704E-5
2000-01-01T00:00:00Z,34.025,-123.275,1.9508324462454534E-4,8.508098819783854E-6,1.865751458047615E-4,3.701865789782236E-5
2000-01-01T00:00:00Z,34.025,-123.225,1.963245931730952E-4,8.49945504784495E-6,1.8782513812525025E-4,3.7309452313574946E-5
2000-01-01T00:00:00Z,34.025,-123.175,2.0547987614741937E-4,8.481253889265484E-6,1.969986222581539E-4,3.8686311493335854E-5
2000-01-01T00:00:00Z,34.025,-123.125,2.2523378689986848E-4,8.451920680775341E-6,2.1678186621909316E-4,4.178414705053805E-5
2000-01-01T00:00:00Z,34.025,-123.075,2.476602202700709E-4,8.373240151141573E-6,2.3928698011892936E-4,4.488577658937519E-5
2000-01-01T00:00:00Z,34.025,-123.025,2.5715179456289763E-4,8.369630040217992E-6,2.487821645226796E-4,4.582789803031459E-5
2000-01-01T00:00:00Z,34.025,-122.975,2.591217635290703E-4,8.358096431812314E-6,2.5076366709725795E-4,4.6108775067589895E-5
2000-01-01T00:00:00Z,34.025,-122.925,2.642761726831771E-4,8.279386524062224E-6,2.5599678615911484E-4,4.711237424517791E-5
2000-01-01T00:00:00Z,34.025,-122.875,2.841648586016882E-4,8.154768235647698E-6,2.7601009036604053E-4,4.9664506184975185E-5
2000-01-01T00:00:00Z,34.025,-122.825,3.1010919570916646E-4,7.967764356674309E-6,3.0214143135249216E-4,5.2375140052386076E-5
2000-01-01T00:00:00Z,34.025,-122.775,3.218381427600668E-4,7.838718553317172E-6,3.139994242067496E-4,5.313809023241892E-5
2000-01-01T00:00:00Z,34.025,-122.725,3.24128440983649E-4,7.852194232691485E-6,3.162762467509575E-4,5.345077602596063E-5
2000-01-01T00:00:00Z,34.025,-122.675,3.277905161153405E-4,8.017588381731003E-6,3.197729277336095E-4,5.47656022662186E-5
2000-01-01T00:00:00Z,34.025,-122.625,3.4549274994603684E-4,8.16742105987777E-6,3.3732532888615906E-4,5.7766053530472185E-5
2000-01-01T00:00:00Z,34.025,-122.575,3.6439418793715605E-4,8.235369917718976E-6,3.561588180194371E-4,6.038977251938036E-5
2000-01-01T00:00:00Z,34.025,-122.525,3.8053023958897796E-4,8.219540269938734E-6,3.7231069931903925E-4,6.23691056169233E-5
2000-01-01T00:00:00Z,34.025,-122.475,3.826783301623087E-4,8.238728770840102E-6,3.744396013914686E-4,6.286600265596741E-5
2000-01-01T00:00:00Z,34.025,-122.425,3.8559602709634024E-4,8.363506218197393E-6,3.7723252087814283E-4,6.480978144697992E-5
2000-01-01T00:00:00Z,34.025,-122.375,3.981924179634005E-4,8.553685424209472E-6,3.89638732539191E-4,6.86957208868898E-5
2000-01-01T00:00:00Z,34.025,-122.325,4.1801897351076244E-4,8.62421820143241E-6,4.0939475530933005E-4,7.318287322643037E-5
2000-01-01T00:00:00Z,34.025,-122.275,4.285765916356241E-4,8.58716701925812E-6,4.1998942461636595E-4,7.431902016238477E-5
2000-01-01T00:00:00Z,34.025,-122.225,4.3083160440042875E-4,8.592945639968442E-6,4.222386587604603E-4,7.500271580196527E-5
2000-01-01T00:00:00Z,34.025,-122.175,4.3153465504681114E-4,8.672237658344196E-6,4.228624173884669E-4,7.813528546203777E-5
2000-01-01T00:00:00Z,34.025,-122.125,4.3657721037171793E-4,8.699961762459065E-6,4.278772486092589E-4,8.225672947551621E-5
2000-01-01T00:00:00Z,34.025,-122.075,4.484894437386707E-4,8.637791178731596E-6,4.398516525599391E-4,8.724004258850406E-5
2000-01-01T00:00:00Z,34.025,-122.025,4.5130326206776084E-4,8.522835475976822E-6,4.42780426591784E-4,8.763970020829592E-5
2000-01-01T00:00:00Z,34.025,-121.975,4.535245016646639E-4,8.558479542039819E-6,4.449660221226241E-4,8.855995575857674E-5
2000-01-01T00:00:00Z,34.025,-121.925,4.6107180443233397E-4,8.83288743216152E-6,4.5223891700017245E-4,9.328703909368641E-5
2000-01-01T00:00:00Z,34.025,-121.875,4.694665671509373E-4,9.111042750833318E-6,4.60355524400104E-4,1.0022853619823607E-4
2000-01-01T00:00:00Z,34.025,-121.825,4.8121755226579823E-4,9.330673390965158E-6,4.718868788748331E-4,1.0727158351124153E-4
2000-01-01T00:00:00Z,34.025,-121.775,4.7774107525598493E-4,9.22902475813498E-6,4.6851205049784996E-4,1.0723498154930348E-4
2000-01-01T00:00:00Z,34.025,-121.725,4.795022342131831E-4,9.315133451228817E-6,4.701871007619543E-4,1.0861121857943287E-4
2000-01-01T00:00:00Z,34.025,-121.675,4.934217493404624E-4,9.856635567949976E-6,4.835651137725124E-4,1.1632308880610229E-4
2000-01-01T00:00:00Z,34.025,-121.625,5.088624900716556E-4,1.048537689493586E-5,4.983771131767197E-4,1.2726121255585726E-4
2000-01-01T00:00:00Z,34.025,-121.575,5.276273188890253E-4,1.1129937053505358E-5,5.1649738183552E-4,1.3744589556973687E-4
2000-01-01T00:00:00Z,34.025,-121.525,5.259504046406767E-4,1.0960394635565818E-5,5.149900100051109E-4,1.368396138555471E-4
2000-01-01T00:00:00Z,34.025,-121.475,5.295801801437685E-4,1.1089534954370357E-5,5.184906451893981E-4,1.3916700534075997E-4
2000-01-01T00:00:00Z,34.025,-121.425,5.528488203553945E-4,1.2125071842295776E-5,5.407237485130987E-4,1.5218660379712258E-4
2000-01-01T00:00:00Z,34.025,-121.375,5.90769651498684E-4,1.3646511057627726E-5,5.771231404410563E-4,1.6938216439252968E-4
2000-01-01T00:00:00Z,34.025,-121.325,6.315399186000863E-4,1.5547323551139794E-5,6.159925950489465E-4,1.8465133621233237E-4
2000-01-01T00:00:00Z,34.025,-121.275,6.298703729243298E-4,1.6065868573826638E-5,6.138045043505031E-4,1.815842018129777E-4
2000-01-01T00:00:00Z,34.025,-121.225,6.385134794818512E-4,1.719724281939779E-5,6.213162366624534E-4,1.8650430590659613E-4
2000-01-01T00:00:00Z,34.025,-121.175,6.897687130389859E-4,2.127502352798816E-5,6.684936895109978E-4,2.1443390582223047E-4
2000-01-01T00:00:00Z,34.025,-121.125,7.627282060712115E-4,2.5791911195593402E-5,7.369362948756181E-4,2.4969866664668644E-4
2000-01-01T00:00:00Z,34.025,-121.075,8.190876550404782E-4,2.6427322540119792E-5,7.926603325003583E-4,2.6764959642978936E-4
2000-01-01T00:00:00Z,34.025,-121.025,8.523604176826634E-4,2.408960296994478E-5,8.282708147127187E-4,2.7206548155073266E-4
2000-01-01T00:00:00Z,34.025,-120.975,8.713574617041333E-4,2.9678725951762513E-5,8.416787357523707E-4,2.8367388009371776E-4
2000-01-01T00:00:00Z,34.025,-120.925,9.655506440926115E-4,5.567784893925436E-5,9.098727951533572E-4,3.5355626191824874E-4
2000-01-01T00:00:00Z,34.025,-120.875,0.0010754125626195516,8.076102685148224E-5,9.946515357680693E-4,4.328173763513549E-4
2000-01-01T00:00:00Z,34.025,-120.825,0.0011710113516485536,9.113628715317127E-5,0.0010798750644953822,4.994081337308899E-4
2000-01-01T00:00:00Z,34.025,-120.775,0.0011460182899296163,6.773665709949307E-5,0.0010782816328301233,4.8292285187742797E-4
2000-01-01T00:00:00Z,34.025,-120.725,0.0011652121246666293,7.5338541769975E-5,0.0010898735828966544,4.971298644484206E-4
2000-01-01T00:00:00Z,34.025,-120.675,0.001306728554227635,1.3963028310337783E-4,0.0011670982711242573,6.042811498890344E-4
2000-01-01T00:00:00Z,34.025,-120.625,0.001447228820621722,2.0720427819281205E-4,0.0012400245424289101,7.219611888131408E-4
2000-01-01T00:00:00Z,34.025,-120.575,0.001563767235442739,2.681240920725768E-4,0.0012956431433701623,8.394689629802156E-4
2000-01-01T00:00:00Z,34.025,-120.525,0.0015239410242710416,2.561768064805104E-4,0.001267764217790531,8.271694832702395E-4
2000-01-01T00:00:00Z,34.025,-120.475,0.0015376884051645579,2.6449952834845056E-4,0.0012731888768161073,8.410180679425498E-4
2000-01-01T00:00:00Z,34.025,-120.425,0.0016929146289314486,3.424212279773925E-4,0.0013504934009540561,9.608919626178273E-4
2000-01-01T00:00:00Z,34.025,-120.375,NaN,NaN,NaN,NaN
2000-01-01T00:00:00Z,34.025,-120.325,NaN,NaN,NaN,NaN
2000-01-01T00:00:00Z,34.025,-120.275,0.002229538854846767,6.588506636065273E-4,0.0015706881912402396,0.0014372335805189751
2000-01-01T00:00:00Z,34.025,-120.225,0.002253300259251876,6.722721176829892E-4,0.0015810281415688866,0.0014574750593796778
2000-01-01T00:00:00Z,34.025,-120.175,0.0022509939937682996,6.880351732357999E-4,0.0015629588205324997,0.0014641284091736783
2000-01-01T00:00:00Z,34.025,-120.125,0.0023460630959762137,7.6307898503898E-4,0.0015829841109372337,0.0015480163330532921
2000-01-01T00:00:00Z,34.025,-120.075,0.0024011236270934646,8.110285966005224E-4,0.001590095030492942,0.0015977878823500572
2000-01-01T00:00:00Z,34.025,-120.025,0.0024524345148523286,8.521357100849064E-4,0.0016002988047674222,0.0016408113700708436
2000-01-01T00:00:00Z,34.025,-119.975,0.002633145644432594,9.582793767566727E-4,0.0016748662676759215,0.0017750449371097075
2000-01-01T00:00:00Z,34.075,-124.975,1.2564197034894986E-4,7.664713166047533E-6,1.1797725718290232E-4,1.9812736280591078E-5
2000-01-01T00:00:00Z,34.075,-124.925,1.277041514992661E-4,7.665773770704672E-6,1.2003837772856142E-4,2.000534599548373E-5
2000-01-01T00:00:00Z,34.075,-124.875,1.3714002565513175E-4,7.689624511997402E-6,1.2945040114313434E-4,2.0114460039637384E-5
2000-01-01T00:00:00Z,34.075,-124.825,1.4663871491176023E-4,7.730185953747445E-6,1.3890852895801279E-4,2.0304524861975846E-5
2000-01-01T00:00:00Z,34.075,-124.775,1.530872686830864E-4,7.747063126153E-6,1.4534020555693341E-4,2.0236342409254227E-5
2000-01-01T00:00:00Z,34.075,-124.725,1.587833570275353E-4,7.755529977474068E-6,1.5102782705006122E-4,2.0399440082359747E-5
2000-01-01T00:00:00Z,34.075,-124.675,1.5825923134877868E-4,7.775890298054916E-6,1.5048334105072377E-4,2.0658452151201918E-5
2000-01-01T00:00:00Z,34.075,-124.625,1.5710372673919336E-4,7.854582374609223E-6,1.4924914436458415E-4,2.0840064620602764E-5
2000-01-01T00:00:00Z,34.075,-124.575,1.5331246483748365E-4,7.967941089890888E-6,1.4534452374759276E-4,2.1036858866733612E-5
2000-01-01T00:00:00Z,34.075,-124.525,1.5221494125087747E-4,8.037838076848724E-6,1.4417710317402875E-4,2.0912096918776416E-5
2000-01-01T00:00:00Z,34.075,-124.475,1.5047353593456572E-4,8.068927565484204E-6,1.424046083690815E-4,2.1062885885258646E-5
2000-01-01T00:00:00Z,34.075,-124.425,1.457512538640062E-4,8.07917914550472E-6,1.376720747185015E-4,2.1389789655471218E-5
2000-01-01T00:00:00Z,34.075,-124.375,1.3089453345765126E-4,8.140992827077563E-6,1.227535406305737E-4,2.1675894308061367E-5
2000-01-01T00:00:00Z,34.075,-124.325,1.1664739917705477E-4,8.286689568668135E-6,1.0836070960838663E-4,2.1938854848404577E-5
2000-01-01T00:00:00Z,34.075,-124.275,1.0730888345444055E-4,8.399478979661494E-6,9.890940447477905E-5,2.179615298028018E-5
2000-01-01T00:00:00Z,34.075,-124.225,1.0279858403928829E-4,8.47389045331322E-6,9.432469358597507E-5,2.195302918567882E-5
2000-01-01T00:00:00Z,34.075,-124.175,1.0428953892092232E-4,8.459897905037933E-6,9.58296410158844E-5,2.2387398191362005E-5
2000-01-01T00:00:00Z,34.075,-124.125,9.974014333324274E-5,8.464395289627037E-6,9.127574804361571E-5,2.2922611907702227E-5
2000-01-01T00:00:00Z,34.075,-124.075,9.765765402385065E-5,8.620109550898281E-6,8.903754447295237E-5,2.3448649590239936E-5
2000-01-01T00:00:00Z,34.075,-124.025,9.397265643707123E-5,8.683502562673165E-6,8.528915387439806E-5,2.3443883671201258E-5
2000-01-01T00:00:00Z,34.075,-123.975,9.284713170461427E-5,8.794466741820897E-6,8.405266496279337E-5,2.372751196221234E-5
2000-01-01T00:00:00Z,34.075,-123.925,9.548864851182436E-5,8.870875074926852E-6,8.661777343689751E-5,2.4260113923242637E-5
2000-01-01T00:00:00Z,34.075,-123.875,9.893603495083655E-5,8.954798415150088E-6,8.998123653568647E-5,2.5101842198173454E-5
2000-01-01T00:00:00Z,34.075,-123.825,1.0354071736485739E-4,9.141355858322904E-6,9.439936150653448E-5,2.599587976468648E-5
2000-01-01T00:00:00Z,34.075,-123.775,1.0161363309778784E-4,9.23692911943055E-6,9.237670397835728E-5,2.6162081594779904E-5
2000-01-01T00:00:00Z,34.075,-123.725,1.068270232437817E-4,9.22923663947032E-6,9.759778660431137E-5,2.668116548815817E-5
2000-01-01T00:00:00Z,34.075,-123.675,1.183273411589175E-4,9.107233711418773E-6,1.0922010744749873E-4,2.7397078007157986E-5
2000-01-01T00:00:00Z,34.075,-123.625,1.394649838049848E-4,8.867496929539262E-6,1.3059748687544554E-4,2.866996851802167E-5
2000-01-01T00:00:00Z,34.075,-123.575,1.5784887311319325E-4,8.715404951061689E-6,1.4913346816213156E-4,3.0100473750184508E-5
2000-01-01T00:00:00Z,34.075,-123.525,1.6568576101213395E-4,8.586655706187249E-6,1.570991053059467E-4,3.046649696448546E-5
2000-01-01T00:00:00Z,34.075,-123.475,1.7193108842724516E-4,8.518965017875064E-6,1.6341212340937008E-4,3.1313961247991066E-5
2000-01-01T00:00:00Z,34.075,-123.425,1.7572007286442476E-4,8.535210649721762E-6,1.67184862214703E-4,3.235122632123914E-5
2000-01-01T00:00:00Z,34.075,-123.375,1.867488896993139E-4,8.515840980982719E-6,1.7823304871833118E-4,3.432998372037741E-5
2000-01-01T00:00:00Z,34.075,-123.325,1.9497403654094173E-4,8.546055351047917E-6,1.8642798118989382E-4,3.651118121069313E-5
2000-01-01T00:00:00Z,34.075,-123.275,1.9685981210606867E-4,8.534842356705085E-6,1.8832496974936357E-4,3.7169868748763726E-5
2000-01-01T00:00:00Z,34.075,-123.225,2.014952888264182E-4,8.496774200410765E-6,1.9299851462600744E-4,3.83087161682059E-5
2000-01-01T00:00:00Z,34.075,-123.175,2.0906124548706118E-4,8.4733388195363E-6,2.0058790666752487E-4,3.9579135460824004E-5
2000-01-01T00:00:00Z,34.075,-123.125,2.2466060183474242E-4,8.439127036668926E-6,2.162214747980735E-4,4.2162274029736444E-5
2000-01-01T00:00:00Z,34.075,-123.075,2.4312408346116606E-4,8.353368673530431E-6,2.3477071478763563E-4,4.477189580624003E-5
2000-01-01T00:00:00Z,34.075,-123.025,2.515306029811476E-4,8.335322091961593E-6,2.4319528088918602E-4,4.568297329708857E-5
2000-01-01T00:00:00Z,34.075,-122.975,2.5900633748156233E-4,8.290966945210931E-6,2.5071537053635137E-4,4.6773252871224185E-5
2000-01-01T00:00:00Z,34.075,-122.925,2.649565385635353E-4,8.228117650951383E-6,2.5672842091258393E-4,4.777785170018504E-5
2000-01-01T00:00:00Z,34.075,-122.875,2.8180843008583666E-4,8.14337141925448E-6,2.736650586665822E-4,4.9954237165127296E-5
2000-01-01T00:00:00Z,34.075,-122.825,3.0301869831950943E-4,8.022222663705337E-6,2.949964756558041E-4,5.2269599956665176E-5
2000-01-01T00:00:00Z,34.075,-122.775,3.128926029254871E-4,7.94769829762342E-6,3.049449046278637E-4,5.3040545462508034E-5
2000-01-01T00:00:00Z,34.075,-122.725,3.2186408813924107E-4,8.009764900624184E-6,3.138543232386169E-4,5.42694118347384E-5
2000-01-01T00:00:00Z,34.075,-122.675,3.2717351783854125E-4,8.123675914470381E-6,3.1904984192407084E-4,5.5549734907275984E-5
2000-01-01T00:00:00Z,34.075,-122.625,3.43138316540915E-4,8.240541657090646E-6,3.3489777488382433E-4,5.8109917588246314E-5
2000-01-01T00:00:00Z,34.075,-122.575,3.6347612821051615E-4,8.315445003842648E-6,3.551606832066735E-4,6.119869967070162E-5
2000-01-01T00:00:00Z,34.075,-122.525,3.7291033758537226E-4,8.3274678140702E-6,3.645828697713021E-4,6.225636783900664E-5
2000-01-01T00:00:00Z,34.075,-122.475,3.8142160471937544E-4,8.405398140968167E-6,3.7301620657840726E-4,6.426164340913919E-5
2000-01-01T00:00:00Z,34.075,-122.425,3.8570678011107853E-4,8.505697581982657E-6,3.772010825290959E-4,6.618137880765149E-5
2000-01-01T00:00:00Z,34.075,-122.375,3.9689150690994405E-4,8.655410830011088E-6,3.88236096079933E-4,6.959991274598003E-5
2000-01-01T00:00:00Z,34.075,-122.325,4.1268213186425497E-4,8.708133247960604E-6,4.039739986162944E-4,7.358741634930217E-5
2000-01-01T00:00:00Z,34.075,-122.275,4.2054939147293983E-4,8.68534424227105E-6,4.1186404723066877E-4,7.478009529449445E-5
2000-01-01T00:00:00Z,34.075,-122.225,4.299324723562566E-4,8.708372259511103E-6,4.212241000967455E-4,7.75829367073959E-5
2000-01-01T00:00:00Z,34.075,-122.175,4.340552990455203E-4,8.767359242629115E-6,4.252879398028912E-4,8.025162657717902E-5
2000-01-01T00:00:00Z,34.075,-122.125,4.4048087996040466E-4,8.804368318566289E-6,4.3167651164183836E-4,8.430670720181748E-5
2000-01-01T00:00:00Z,34.075,-122.075,4.522558593323043E-4,8.779961146670274E-6,4.4347589818563403E-4,8.894535172844247E-5
2000-01-01T00:00:00Z,34.075,-122.025,4.550016013866152E-4,8.71139657558345E-6,4.4629020481103175E-4,8.97318635247191E-5
2000-01-01T00:00:00Z,34.075,-121.975,4.6448419212462267E-4,8.864729134792642E-6,4.5561946298983E-4,9.351768661204073E-5
2000-01-01T00:00:00Z,34.075,-121.925,4.722569712164285E-4,9.095807027857676E-6,4.6316116418857085E-4,9.78575711092978E-5
2000-01-01T00:00:00Z,34.075,-121.875,4.800980336042954E-4,9.34446621692207E-6,4.7075356738737333E-4,1.0391030741013703E-4
2000-01-01T00:00:00Z,34.075,-121.825,4.914916022231427E-4,9.595226203359643E-6,4.8189637601978307E-4,1.1052626240095084E-4
2000-01-01T00:00:00Z,34.075,-121.775,4.898704806928181E-4,9.572417007315254E-6,4.802980636855029E-4,1.1125923420149056E-4
2000-01-01T00:00:00Z,34.075,-121.725,4.970075537103078E-4,9.933481271281684E-6,4.870740724390261E-4,1.169194981510036E-4
2000-01-01T00:00:00Z,34.075,-121.675,5.090214145195428E-4,1.0399244105235083E-5,4.986221704143078E-4,1.2386063035434952E-4
2000-01-01T00:00:00Z,34.075,-121.625,5.214969770950224E-4,1.0940960402056228E-5,5.105560166929661E-4,1.3335572529355074E-4
2000-01-01T00:00:00Z,34.075,-121.575,5.386328335727877E-4,1.1610429486514472E-5,5.270224040862732E-4,1.4302850181669322E-4
2000-01-01T00:00:00Z,34.075,-121.525,5.388421511364009E-4,1.1603535122849467E-5,5.272386160135514E-4,1.437774606329287E-4
2000-01-01T00:00:00Z,34.075,-121.475,5.535400471375258E-4,1.2109714697404677E-5,5.414303324401211E-4,1.534466702827067E-4
2000-01-01T00:00:00Z,34.075,-121.425,5.74813408236946E-4,1.2971037547321944E-5,5.61842370689624E-4,1.6515358308114684E-4
2000-01-01T00:00:00Z,34.075,-121.375,6.073867704286363E-4,1.4145869281582046E-5,5.932409011470542E-4,1.8043377018141902E-4
2000-01-01T00:00:00Z,34.075,-121.325,6.465123509415243E-4,1.5715625248861642E-5,6.307967256926627E-4,1.959103876777652E-4
2000-01-01T00:00:00Z,34.075,-121.275,6.510767334534309E-4,1.6166271415659473E-5,6.349104620377715E-4,1.9609095518796277E-4
2000-01-01T00:00:00Z,34.075,-121.225,6.863878061500122E-4,2.1112756335296175E-5,6.65275049814716E-4,2.167677758379521E-4
2000-01-01T00:00:00Z,34.075,-121.175,7.312931011065013E-4,2.539212962863738E-5,7.059009714778638E-4,2.4164803159713855E-4
2000-01-01T00:00:00Z,34.075,-121.125,7.933001803796992E-4,3.081292225861131E-5,7.624872581210878E-4,2.7336079690284693E-4
2000-01-01T00:00:00Z,34.075,-121.075,8.636984131395149E-4,3.5442521101981035E-5,8.282558920375339E-4,3.060642901537993E-4
2000-01-01T00:00:00Z,34.075,-121.025,8.792495553747213E-4,3.4122739684880746E-5,8.451268156898405E-4,3.057931989838462E-4
2000-01-01T00:00:00Z,34.075,-120.975,9.590831113129402E-4,5.8714053216453204E-5,9.00369058096487E-4,3.547376717480612E-4
2000-01-01T00:00:00Z,34.075,-120.925,0.0010403043858054851,8.256592783246345E-5,9.577384579730217E-4,4.1327569934214415E-4
2000-01-01T00:00:00Z,34.075,-120.875,0.0011542999115012485,1.0941899752281576E-4,0.0010448809139784329,4.877431506564849E-4
2000-01-01T00:00:00Z,34.075,-120.825,0.0012559588703787274,1.3009736961974437E-4,0.001125861500758983,5.574299324007576E-4
2000-01-01T00:00:00Z,34.075,-120.775,0.0012547275138106058,1.210445506910229E-4,0.0011336829631195828,5.571517781056479E-4
2000-01-01T00:00:00Z,34.075,-120.725,0.0013339425983330076,1.5275474055634634E-4,0.001181187857776661,6.150926214238924E-4
2000-01-01T00:00:00Z,34.075,-120.675,0.0014407289372401085,2.0180305219827407E-4,0.0012389258850418344,6.972315228264255E-4
2000-01-01T00:00:00Z,34.075,-120.625,0.0015615320442429915,2.5412505212656376E-4,0.0013074069921164277,7.9851781531162E-4
2000-01-01T00:00:00Z,34.075,-120.575,0.0016705433136438694,3.1080493129336266E-4,0.0013597383823505068,9.056589465189248E-4
2000-01-01T00:00:00Z,34.075,-120.525,0.0016551896619089938,3.094676640675484E-4,0.0013457219978414453,9.087052641840456E-4
2000-01-01T00:00:00Z,34.075,-120.475,0.0017051003302395165,3.403495871211739E-4,0.0013647507431183425,9.604684494770298E-4
2000-01-01T00:00:00Z,34.075,-120.425,0.0018327985203128183,4.061171246348E-4,0.0014266813956780183,0.0010626003537005295
2000-01-01T00:00:00Z,34.075,-120.375,0.0020146496231213287,5.145952334225543E-4,0.0015000543896987743,0.001224007294494428
2000-01-01T00:00:00Z,34.075,-120.325,0.002139323151666076,5.910500859072645E-4,0.0015482730657588113,0.0013386211348442446
2000-01-01T00:00:00Z,34.075,-120.275,0.0022668752211287206,6.682735806255319E-4,0.0015986016405031887,0.0014544237492042662
2000-01-01T00:00:00Z,34.075,-120.225,0.0022913690749928055,6.834443250921876E-4,0.0016079247499006179,0.0014765671447783133
2000-01-01T00:00:00Z,34.075,-120.175,0.0023111985333689445,7.156571652239318E-4,0.0015955413681450125,0.0015074447230045839
2000-01-01T00:00:00Z,34.075,-120.125,0.0024370438016389786,7.992257223640618E-4,0.0016378180792749168,0.00161167824868686
2000-01-01T00:00:00Z,34.075,-120.075,0.0025074537355864704,8.480912024480182E-4,0.0016593625331384522,0.0016702223812143458
2000-01-01T00:00:00Z,34.075,-120.025,0.002680867627564587,9.51015609251813E-4,0.001729852018312774,0.0018034949278869267
2000-01-01T00:00:00Z,34.075,-119.975,0.0027202442610680636,9.824454130164895E-4,0.001737798848051574,0.001832807878356853
